                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                0.90041,                0.68271,                 1.1369,                0.83853,                0.73196,                 0.8289,                0.60473,                0.89598,                0.61973,                 1.1206,              0.0062875,              0.0062875,              0.0062875
                     47,                0.89799,                 0.6797,                 1.1391,                0.83506,                0.73428,                0.82889,                0.60505,                0.89589,                0.61947,                 1.1209,               0.006205,               0.006205,               0.006205
                     48,                 0.8916,                0.67741,                 1.1365,                0.83103,                0.73749,                0.82918,                0.60516,                0.89563,                0.61912,                 1.1209,              0.0061225,              0.0061225,              0.0061225
                     49,                0.88924,                0.67202,                 1.1358,                0.83193,                0.73737,                0.82929,                0.60541,                0.89607,                0.61931,                 1.1216,                0.00604,                0.00604,                0.00604
                     50,                0.88889,                0.67166,                 1.1326,                0.82849,                   0.74,                0.82972,                0.60597,                0.89601,                0.61873,                 1.1219,              0.0059575,              0.0059575,              0.0059575
                     51,                0.88673,                 0.6653,                 1.1292,                0.82835,                 0.7407,                0.82986,                0.60626,                0.89596,                0.61849,                  1.122,               0.005875,               0.005875,               0.005875
                     52,                0.88335,                0.66135,                 1.1284,                0.82787,                 0.7417,                0.83006,                0.60617,                0.89622,                0.61828,                 1.1222,              0.0057925,              0.0057925,              0.0057925
                     53,                0.87991,                0.65542,                 1.1231,                0.82837,                0.74109,                0.83013,                0.60665,                 0.8966,                0.61767,                 1.1227,                0.00571,                0.00571,                0.00571
                     54,                0.87527,                0.65641,                 1.1262,                 0.8308,                0.73891,                0.83012,                0.60656,                0.89682,                0.61682,                 1.1234,              0.0056275,              0.0056275,              0.0056275
                     55,                0.87251,                0.65157,                 1.1241,                0.82939,                0.73919,                0.83035,                  0.607,                0.89699,                0.61672,                 1.1238,               0.005545,               0.005545,               0.005545
                     56,                0.87091,                0.64995,                 1.1239,                0.83107,                  0.739,                 0.8304,                0.60704,                 0.8969,                 0.6164,                  1.124,              0.0054625,              0.0054625,              0.0054625
                     57,                0.87337,                0.64877,                 1.1238,                0.83088,                0.73982,                0.83059,                0.60744,                0.89728,                0.61622,                 1.1246,                0.00538,                0.00538,                0.00538
                     58,                0.86547,                0.64285,                  1.123,                0.82929,                0.74121,                0.83059,                0.60742,                0.89703,                0.61559,                 1.1246,              0.0052975,              0.0052975,              0.0052975
                     59,                0.85886,                0.63307,                 1.1169,                0.82875,                0.74148,                0.83052,                0.60782,                0.89706,                0.61524,                 1.1249,               0.005215,               0.005215,               0.005215
                     60,                0.85839,                0.63334,                 1.1095,                0.82988,                0.74119,                0.83105,                0.60797,                0.89752,                0.61453,                 1.1256,              0.0051325,              0.0051325,              0.0051325
                     61,                0.85981,                0.62805,                 1.1088,                 0.8301,                0.74237,                0.83149,                0.60788,                0.89692,                0.61449,                 1.1249,                0.00505,                0.00505,                0.00505
                     62,                0.85317,                 0.6268,                 1.1114,                0.83096,                0.74064,                0.83171,                0.60832,                0.89637,                0.61454,                 1.1246,              0.0049675,              0.0049675,              0.0049675
                     63,                0.85156,                0.62146,                 1.1076,                0.83118,                0.74137,                0.83171,                0.60854,                0.89614,                 0.6142,                 1.1241,               0.004885,               0.004885,               0.004885
                     64,                0.84848,                0.61876,                 1.1029,                0.82709,                0.74391,                0.83163,                 0.6082,                0.89555,                0.61401,                 1.1239,              0.0048025,              0.0048025,              0.0048025
                     65,                0.84823,                0.61579,                 1.1011,                0.82458,                0.74582,                0.83173,                0.60836,                0.89556,                0.61301,                 1.1241,                0.00472,                0.00472,                0.00472
                     66,                0.84037,                 0.6103,                 1.0992,                0.82551,                0.74552,                0.83184,                0.60825,                0.89608,                0.61278,                 1.1244,              0.0046375,              0.0046375,              0.0046375
                     67,                0.84483,                 0.6094,                 1.0985,                0.82296,                0.74773,                 0.8317,                0.60785,                0.89647,                0.61277,                 1.1247,               0.004555,               0.004555,               0.004555
                     68,                0.84117,                0.60731,                 1.0963,                0.82545,                0.74591,                 0.8316,                0.60827,                 0.8961,                0.61222,                 1.1244,              0.0044725,              0.0044725,              0.0044725
                     69,                0.83476,                0.60227,                 1.0933,                0.82184,                0.74936,                 0.8318,                0.60806,                0.89602,                0.61183,                 1.1244,                0.00439,                0.00439,                0.00439
                     70,                0.83215,                0.59799,                 1.0903,                 0.8209,                0.75016,                0.83192,                 0.6082,                0.89646,                0.61123,                 1.1245,              0.0043075,              0.0043075,              0.0043075
                     71,                0.83181,                0.59473,                 1.0916,                0.82045,                0.75027,                0.83193,                0.60844,                0.89706,                0.61066,                 1.1252,               0.004225,               0.004225,               0.004225
                     72,                 0.8261,                0.59291,                 1.0878,                0.82006,                0.75118,                0.83182,                0.60867,                0.89668,                0.61036,                 1.1249,              0.0041425,              0.0041425,              0.0041425
                     73,                0.82132,                0.58619,                 1.0872,                0.82264,                0.74918,                0.83204,                0.60875,                0.89666,                 0.6096,                 1.1251,                0.00406,                0.00406,                0.00406
                     74,                0.81708,                0.58279,                 1.0861,                0.82277,                  0.749,                0.83198,                0.60863,                0.89692,                0.60934,                 1.1258,              0.0039775,              0.0039775,              0.0039775
                     75,                0.81523,                0.57605,                 1.0833,                0.82279,                 0.7481,                0.83199,                0.60842,                0.89689,                0.60887,                 1.1257,               0.003895,               0.003895,               0.003895
                     76,                0.81177,                  0.573,                 1.0803,                0.82414,                0.74828,                0.83197,                0.60829,                0.89712,                0.60901,                  1.126,              0.0038125,              0.0038125,              0.0038125
                     77,                0.81328,                0.57315,                 1.0773,                0.82218,                 0.7496,                0.83219,                0.60857,                0.89753,                0.60861,                 1.1268,                0.00373,                0.00373,                0.00373
                     78,                0.80553,                0.56893,                 1.0746,                0.82207,                0.74985,                0.83265,                0.60823,                0.89776,                0.60845,                  1.127,              0.0036475,              0.0036475,              0.0036475
                     79,                0.80518,                0.56684,                 1.0756,                0.82171,                0.74955,                0.83264,                 0.6087,                0.89862,                0.60805,                 1.1279,               0.003565,               0.003565,               0.003565
                     80,                0.79991,                0.56164,                 1.0743,                 0.8226,                0.74936,                0.83274,                0.60874,                0.89934,                 0.6082,                 1.1288,              0.0034825,              0.0034825,              0.0034825
                     81,                 0.7992,                0.55946,                 1.0749,                 0.8198,                0.75118,                0.83263,                0.60851,                0.89991,                0.60816,                 1.1294,                 0.0034,                 0.0034,                 0.0034
                     82,                0.79397,                0.55253,                 1.0657,                0.82369,                0.74864,                0.83257,                0.60875,                0.89991,                0.60742,                 1.1291,              0.0033175,              0.0033175,              0.0033175
                     83,                0.79115,                0.55055,                 1.0641,                 0.8221,                0.74909,                0.83241,                0.60903,                0.90006,                 0.6075,                  1.129,               0.003235,               0.003235,               0.003235
                     84,                 0.7861,                0.54613,                 1.0642,                0.82068,                0.75155,                0.83244,                0.60895,                0.90074,                0.60695,                   1.13,              0.0031525,              0.0031525,              0.0031525
                     85,                  0.789,                0.54608,                 1.0663,                0.82159,                0.75118,                0.83246,                0.60877,                0.90094,                0.60683,                 1.1303,                0.00307,                0.00307,                0.00307
                     86,                0.78398,                0.54091,                 1.0642,                0.82502,                 0.7494,                 0.8326,                0.60879,                0.90115,                0.60647,                 1.1308,              0.0029875,              0.0029875,              0.0029875
                     87,                0.77852,                0.53479,                 1.0641,                0.82222,                0.74927,                0.83209,                 0.6088,                0.90129,                 0.6062,                 1.1314,               0.002905,               0.002905,               0.002905
                     88,                0.77771,                0.53429,                 1.0607,                 0.8242,                0.74746,                0.83179,                0.60896,                0.90156,                 0.6056,                 1.1316,              0.0028225,              0.0028225,              0.0028225
                     89,                 0.7762,                0.53037,                 1.0589,                0.82531,                0.74664,                0.83147,                0.60883,                0.90192,                  0.606,                  1.132,                0.00274,                0.00274,                0.00274
                     90,                0.76656,                0.52177,                 1.0554,                0.82252,                0.74773,                0.83152,                0.60911,                  0.903,                0.60593,                 1.1332,              0.0026575,              0.0026575,              0.0026575
                     91,                0.76319,                0.51969,                  1.052,                 0.8222,                0.74827,                0.83158,                0.60875,                0.90299,                 0.6059,                 1.1328,               0.002575,               0.002575,               0.002575
                     92,                  0.762,                0.51301,                 1.0474,                0.82271,                0.74836,                0.83166,                0.60891,                0.90332,                0.60565,                  1.133,              0.0024925,              0.0024925,              0.0024925
                     93,                  0.758,                0.51187,                 1.0525,                0.81991,                0.75027,                0.83127,                0.60897,                0.90374,                0.60588,                 1.1335,                0.00241,                0.00241,                0.00241
                     94,                0.75429,                0.50635,                 1.0449,                0.81621,                0.75391,                0.83139,                  0.609,                0.90412,                0.60618,                 1.1337,              0.0023275,              0.0023275,              0.0023275
                     95,                 0.7512,                0.50223,                 1.0416,                0.81524,                0.75345,                0.83121,                0.60904,                0.90407,                0.60626,                 1.1337,               0.002245,               0.002245,               0.002245
                     96,                0.74675,                0.49796,                 1.0404,                 0.8161,                0.75375,                0.83075,                0.60874,                0.90452,                0.60631,                 1.1339,              0.0021625,              0.0021625,              0.0021625
                     97,                0.74337,                0.49647,                 1.0416,                0.81651,                0.75375,                0.83078,                0.60862,                0.90477,                0.60618,                 1.1345,                0.00208,                0.00208,                0.00208
                     98,                0.73911,                0.49168,                 1.0402,                0.82198,                0.74901,                0.83074,                0.60874,                0.90507,                0.60639,                 1.1349,              0.0019975,              0.0019975,              0.0019975
                     99,                0.73412,                 0.4854,                 1.0335,                0.82263,                0.74855,                0.83053,                0.60846,                0.90552,                0.60642,                 1.1354,               0.001915,               0.001915,               0.001915
                    100,                0.73261,                0.48308,                 1.0344,                0.81844,                0.75182,                0.82969,                0.60842,                0.90553,                0.60677,                 1.1353,              0.0018325,              0.0018325,              0.0018325
                    101,                0.73104,                0.48374,                 1.0323,                0.81878,                0.75109,                0.82971,                0.60814,                0.90594,                0.60688,                  1.136,                0.00175,                0.00175,                0.00175
                    102,                0.72751,                0.47496,                 1.0284,                0.81585,                0.75411,                0.82947,                 0.6081,                0.90643,                0.60777,                 1.1367,              0.0016675,              0.0016675,              0.0016675
                    103,                0.72082,                0.47059,                 1.0236,                0.81684,                0.75218,                0.82911,                0.60784,                0.90702,                0.60825,                 1.1368,               0.001585,               0.001585,               0.001585
                    104,                0.71952,                0.46642,                 1.0268,                0.81665,                0.74961,                0.82869,                0.60763,                0.90793,                0.60854,                 1.1378,              0.0015025,              0.0015025,              0.0015025
                    105,                0.71515,                0.46329,                 1.0223,                0.81996,                0.74691,                0.82871,                0.60755,                 0.9093,                0.60904,                 1.1392,                0.00142,                0.00142,                0.00142
                    106,                0.71195,                0.46164,                 1.0229,                0.82143,                0.74382,                0.82858,                0.60712,                   0.91,                0.61039,                 1.1398,              0.0013375,              0.0013375,              0.0013375
                    107,                0.70614,                 0.4567,                 1.0185,                0.83427,                0.73401,                0.82836,                0.60719,                0.91087,                0.61093,                 1.1404,               0.001255,               0.001255,               0.001255
                    108,                 0.7026,                0.45045,                 1.0164,                0.82889,                0.73846,                0.82778,                0.60658,                0.91199,                0.61188,                 1.1414,              0.0011725,              0.0011725,              0.0011725
                    109,                0.70152,                0.44918,                 1.0149,                0.82763,                0.73961,                0.82779,                0.60626,                0.91334,                 0.6128,                 1.1426,                0.00109,                0.00109,                0.00109
                    110,                0.69703,                0.44419,                 1.0118,                0.82516,                0.74173,                0.82728,                0.60625,                0.91435,                0.61398,                 1.1435,              0.0010075,              0.0010075,              0.0010075
                    111,                0.69451,                0.44297,                 1.0082,                0.82567,                0.74028,                0.82683,                0.60614,                0.91537,                0.61461,                 1.1444,               0.000925,               0.000925,               0.000925
                    112,                0.69026,                0.43726,                 1.0051,                0.82357,                0.74055,                0.82618,                0.60537,                0.91606,                 0.6158,                  1.145,              0.0008425,              0.0008425,              0.0008425
                    113,                0.68067,                0.42942,                  1.001,                0.82131,                0.74222,                0.82648,                0.60537,                0.91668,                0.61654,                 1.1453,                0.00076,                0.00076,                0.00076
                    114,                0.68425,                 0.4307,                 1.0034,                0.81492,                0.74764,                 0.8262,                0.60505,                0.91732,                0.61787,                 1.1456,              0.0006775,              0.0006775,              0.0006775
                    115,                0.67943,                0.42735,                      1,                0.81234,                0.74863,                0.82546,                0.60464,                0.91807,                0.61871,                 1.1462,               0.000595,               0.000595,               0.000595
                    116,                0.67347,                0.42081,                0.99903,                0.80939,                  0.751,                0.82496,                 0.6041,                0.91902,                   0.62,                  1.147,              0.0005125,              0.0005125,              0.0005125
                    117,                0.67021,                0.42044,                0.99845,                0.80915,                0.75073,                0.82473,                0.60393,                0.92001,                0.62119,                 1.1478,                0.00043,                0.00043,                0.00043
                    118,                 0.6702,                0.41737,                0.99545,                0.80758,                0.75191,                0.82418,                0.60353,                0.92109,                0.62228,                 1.1484,              0.0003475,              0.0003475,              0.0003475
                    119,                 0.6678,                0.41315,                  0.994,                0.80769,                0.75154,                0.82378,                0.60335,                0.92236,                0.62371,                 1.1495,               0.000265,               0.000265,               0.000265
